#;Código modular;Nombre;Nivel / Modalidad;Estado;Departamento;Provincia;Distrito
1074;1378462;601689;Primaria;Inactivo;Loreto;Maynas;Mazan
1075;399873;60169;Primaria;Activo;Loreto;Maynas;Fernando Lores
1076;1150663;60169;Secundaria;Activo;Loreto;Maynas;Fernando Lores
1077;1378470;601690;Primaria;Activo;Loreto;Requena;Yaquerana
1078;1378488;601691;Primaria;Activo;Loreto;Putumayo;Putumayo
1079;1378496;601692;Primaria;Activo;Loreto;Maynas;Belén
1080;1406743;601693;Primaria;Activo;Loreto;Maynas;San Juan Bautista
1081;1459742;601694;Primaria;Activo;Loreto;Maynas;Indiana
1082;1420702;601695;Primaria;Activo;Loreto;Maynas;Mazan
1083;1420710;601696;Primaria;Activo;Loreto;Maynas;Mazan
1084;1450220;601697;Primaria;Activo;Loreto;Maynas;San Juan Bautista
1085;1634054;601698;Primaria;Activo;Loreto;Maynas;Napo
1086;1542711;601699;Primaria;Activo;Loreto;Maynas;Napo
1087;399881;60170;Primaria;Activo;Loreto;Maynas;Fernando Lores
1088;1783190;60170;Secundaria;Activo;Loreto;Maynas;Fernando Lores
1089;1543255;601700;Primaria;Activo;Loreto;Maynas;Napo
1090;1575364;601701;Primaria;Activo;Loreto;Putumayo;Yaguas
1091;1575372;601702;Primaria;Activo;Loreto;Putumayo;Rosa Panduro
1092;1575380;601703;Primaria;Activo;Loreto;Putumayo;Teniente Manuel Clavero
1093;1575398;601704;Primaria;Activo;Loreto;Putumayo;Putumayo
1094;1575406;601705;Primaria;Activo;Loreto;Putumayo;Teniente Manuel Clavero
1095;1619949;601706;Primaria;Activo;Loreto;Loreto;Nauta
1096;1573609;601707;Primaria;Activo;Loreto;Maynas;Napo
1097;1556166;601708;Primaria;Activo;Loreto;Maynas;Napo
1098;1556174;601709;Primaria;Activo;Loreto;Maynas;Napo
1099;477836;60171;Primaria;Activo;Loreto;Maynas;Fernando Lores
1100;1556182;601710;Primaria;Activo;Loreto;Maynas;Napo
1101;1556190;601711;Primaria;Activo;Loreto;Maynas;Napo
1102;1556208;601712;Primaria;Activo;Loreto;Maynas;Napo
1103;1556216;601713;Primaria;Activo;Loreto;Maynas;Napo
1104;1619956;601714;Primaria;Activo;Loreto;Loreto;Trompeteros
1105;1765130;601714;Secundaria;Activo;Loreto;Loreto;Trompeteros
1106;1621879;601715;Primaria;Activo;Loreto;Loreto;Trompeteros
1107;1619964;601716;Primaria;Activo;Loreto;Loreto;Urarinas
1108;1628585;601717;Primaria;Activo;Loreto;Datem del Marañón;Pastaza
1109;1628593;601718;Primaria;Activo;Loreto;Datem del Marañón;Pastaza
1110;1628601;601719;Primaria;Activo;Loreto;Datem del Marañón;Pastaza
1111;399899;60172;Primaria;Activo;Loreto;Maynas;Fernando Lores
1112;1366327;60172;Secundaria;Activo;Loreto;Maynas;Fernando Lores
1113;1628619;601720;Primaria;Activo;Loreto;Datem del Marañón;Pastaza
1114;1633650;601721;Primaria;Activo;Loreto;Datem del Marañón;Pastaza
1115;1628627;601722;Primaria;Activo;Loreto;Datem del Marañón;Andoas
1116;1628635;601723;Primaria;Activo;Loreto;Datem del Marañón;Andoas
1117;1628643;601724;Primaria;Activo;Loreto;Datem del Marañón;Andoas
1118;1628650;601725;Primaria;Activo;Loreto;Datem del Marañón;Andoas
1119;1628668;601726;Primaria;Activo;Loreto;Datem del Marañón;Andoas
1120;1629153;601727;Primaria;Activo;Loreto;Datem del Marañón;Pastaza
1121;1629161;601728;Primaria;Activo;Loreto;Datem del Marañón;Pastaza
1122;1629179;601729;Primaria;Activo;Loreto;Datem del Marañón;Pastaza
1123;1629187;601730;Primaria;Activo;Loreto;Datem del Marañón;Andoas
1124;1629195;601731;Primaria;Activo;Loreto;Datem del Marañón;Andoas
1125;1629203;601732;Primaria;Activo;Loreto;Datem del Marañón;Manseriche
1126;1629211;601733;Primaria;Activo;Loreto;Datem del Marañón;Morona
1127;1629229;601734;Primaria;Activo;Loreto;Datem del Marañón;Andoas
1128;1662261;601735;Primaria;Activo;Loreto;Datem del Marañón;Pastaza
1129;1662279;601736;Primaria;Activo;Loreto;Datem del Marañón;Pastaza
1130;1704485;601737;Primaria;Activo;Loreto;Datem del Marañón;Pastaza
1131;1704493;601738;Primaria;Activo;Loreto;Datem del Marañón;Pastaza
1132;1704501;601739;Primaria;Activo;Loreto;Datem del Marañón;Pastaza
1133;398362;60174;Primaria;Activo;Loreto;Maynas;San Juan Bautista
1134;1704519;601740;Primaria;Activo;Loreto;Datem del Marañón;Pastaza
1135;1704527;601741;Primaria;Activo;Loreto;Datem del Marañón;Pastaza
1136;1703362;601742;Primaria;Activo;Loreto;Datem del Marañón;Manseriche
1137;1703370;601743;Primaria;Activo;Loreto;Datem del Marañón;Manseriche
1138;1703388;601744;Primaria;Activo;Loreto;Datem del Marañón;Manseriche
1139;1703396;601745;Primaria;Activo;Loreto;Datem del Marañón;Manseriche
1140;1703404;601746;Primaria;Activo;Loreto;Datem del Marañón;Cahuapanas
1141;1740166;601747;Primaria;Activo;Loreto;Maynas;San Juan Bautista
1142;1740174;601747;Secundaria;Activo;Loreto;Maynas;San Juan Bautista
1143;1745298;601748;Secundaria;Activo;Loreto;Loreto;Nauta
1144;399923;60175;Primaria;Activo;Loreto;Maynas;Fernando Lores
1145;1635697;601757;Primaria;Activo;Loreto;Loreto;Urarinas
1146;1635705;601758;Primaria;Activo;Loreto;Loreto;Urarinas
1147;1635713;601759;Primaria;Activo;Loreto;Loreto;Urarinas
1148;399931;60176;Primaria;Activo;Loreto;Maynas;Fernando Lores
1149;1635721;601760;Primaria;Activo;Loreto;Loreto;Urarinas
1150;1635739;601761;Primaria;Activo;Loreto;Loreto;Urarinas
1151;1635747;601762;Primaria;Activo;Loreto;Loreto;Urarinas
1152;1635754;601763;Primaria;Activo;Loreto;Loreto;Urarinas
1153;1635762;601764;Primaria;Activo;Loreto;Loreto;Urarinas
1154;1635770;601765;Primaria;Activo;Loreto;Loreto;Urarinas
1155;1635788;601766;Primaria;Activo;Loreto;Loreto;Urarinas
1156;1635796;601767;Primaria;Activo;Loreto;Loreto;Urarinas
1157;1635804;601768;Primaria;Activo;Loreto;Loreto;Urarinas
1158;1635812;601769;Primaria;Activo;Loreto;Loreto;Urarinas
1159;399949;60177;Primaria;Activo;Loreto;Maynas;Fernando Lores
1160;1635820;601770;Primaria;Activo;Loreto;Loreto;Urarinas
1161;1635838;601771;Primaria;Activo;Loreto;Loreto;Urarinas
1162;1635846;601772;Primaria;Activo;Loreto;Loreto;Urarinas
1163;1635853;601773;Primaria;Activo;Loreto;Loreto;Urarinas
1164;1635861;601774;Primaria;Activo;Loreto;Loreto;Urarinas
1165;1635879;601775;Primaria;Activo;Loreto;Loreto;Tigre
1166;1670983;601776;Primaria;Activo;Loreto;Loreto;Trompeteros
1167;1670991;601777;Primaria;Activo;Loreto;Loreto;Trompeteros
1168;1691203;601778;Primaria;Activo;Loreto;Loreto;Trompeteros
1169;1691211;601779;Primaria;Activo;Loreto;Loreto;Urarinas
1170;1704923;601780;Primaria;Activo;Loreto;Loreto;Trompeteros
1171;1704915;601781;Primaria;Activo;Loreto;Loreto;Trompeteros
1172;1783877;601782;Primaria;Activo;Loreto;Maynas;Torres Causana
1173;1783885;601783;Primaria;Activo;Loreto;Maynas;Torres Causana
1174;1788124;601784 - BILINGUE;Primaria;Activo;Loreto;Maynas;Torres Causana
1175;1788140;601785 - BILINGUE;Primaria;Activo;Loreto;Maynas;Torres Causana
1176;1788165;601786 - BILINGUE;Primaria;Activo;Loreto;Maynas;Torres Causana
1177;1788157;601787 - BILINGUE;Primaria;Activo;Loreto;Maynas;Torres Causana
1178;1788132;601788 - BILINGUE;Primaria;Activo;Loreto;Maynas;Torres Causana
1179;1784966;601789;Primaria;Activo;Loreto;Putumayo;Teniente Manuel Clavero
1180;399956;60179;Primaria;Activo;Loreto;Maynas;Fernando Lores
1181;1784974;601790;Primaria;Activo;Loreto;Putumayo;Putumayo
1182;399964;60180;Primaria;Activo;Loreto;Maynas;Fernando Lores
1183;746438;60180;Secundaria;Activo;Loreto;Maynas;Fernando Lores
1184;398370;60181;Primaria;Activo;Loreto;Maynas;San Juan Bautista
1185;203836;60182;Primaria;Activo;Loreto;Maynas;Belén
1186;399972;60184;Primaria;Activo;Loreto;Maynas;Fernando Lores
1187;399980;60185;Primaria;Activo;Loreto;Maynas;Fernando Lores
1188;399998;60186;Primaria;Activo;Loreto;Maynas;Fernando Lores
1189;203844;60187 - SAN PEDRO DE SHISHITA;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Pebas
1190;1579770;60187 - SAN PEDRO DE SHISHITA;Secundaria;Activo;Loreto;Mariscal Ramón Castilla;Pebas
1191;1532894;60188;Primaria;Activo;Loreto;Maynas;Fernando Lores
1192;400002;60188 SIMON BOLIVAR;Primaria;Activo;Loreto;Maynas;Iquitos
1193;685016;60188 SIMON BOLIVAR;Secundaria;Activo;Loreto;Maynas;Iquitos
1194;398388;60189;Primaria;Activo;Loreto;Maynas;Alto Nanay
1195;720250;60189;Secundaria;Activo;Loreto;Maynas;Alto Nanay
1196;398396;60190 BILINGÜE INTERCULTURAL;Primaria;Activo;Loreto;Maynas;Alto Nanay
1197;1271386;60190 BILINGÜE INTERCULTURAL;Secundaria;Activo;Loreto;Maynas;Alto Nanay
1198;398404;60191;Primaria;Activo;Loreto;Maynas;Alto Nanay
1199;720268;60191;Secundaria;Activo;Loreto;Maynas;Alto Nanay
1200;398412;60192;Primaria;Activo;Loreto;Maynas;Belén
1201;203471;60194 SANTA ROSA;Primaria;Activo;Loreto;Maynas;Iquitos
1202;839167;60195;Primaria;Activo;Loreto;Maynas;Punchana
1203;682252;60196 AMELIA SOUZA FREITAS DE SALAZAR;Secundaria;Activo;Loreto;Maynas;Punchana
1204;398784;60196 AMELIA SOUZA FREITAS SALAZAR;Primaria;Activo;Loreto;Maynas;Punchana
1205;398792;60197;Primaria;Activo;Loreto;Maynas;Punchana
1206;398800;60198 - BILINGUE INTERCULTURAL;Primaria;Activo;Loreto;Maynas;Punchana
1207;398818;60199;Primaria;Activo;Loreto;Maynas;Punchana
1208;398826;60200;Primaria;Activo;Loreto;Maynas;Punchana
1209;203950;60201;Primaria;Activo;Loreto;Maynas;Las Amazonas
1210;720615;60201;Secundaria;Activo;Loreto;Maynas;Las Amazonas
1211;400846;60202;Primaria;Activo;Loreto;Maynas;Indiana
1212;720599;60202;Secundaria;Activo;Loreto;Maynas;Indiana
1213;203968;60203;Primaria;Activo;Loreto;Maynas;Las Amazonas
1214;203976;60204;Primaria;Activo;Loreto;Maynas;Las Amazonas
1215;1307701;60204;Secundaria;Activo;Loreto;Maynas;Las Amazonas
1216;203984;60205;Primaria;Activo;Loreto;Maynas;Las Amazonas
1217;203992;60206;Primaria;Activo;Loreto;Maynas;Las Amazonas
1218;204008;60207;Primaria;Activo;Loreto;Maynas;Las Amazonas
1219;400085;60208;Primaria;Activo;Loreto;Maynas;Mazan
1220;1306364;60208;Secundaria;Activo;Loreto;Maynas;Mazan
1221;204016;60209;Primaria;Activo;Loreto;Maynas;Las Amazonas
1222;204040;60210;Primaria;Activo;Loreto;Maynas;Las Amazonas
1223;1752658;60210;Secundaria;Activo;Loreto;Maynas;Las Amazonas
1224;204032;60211;Primaria;Activo;Loreto;Maynas;Las Amazonas
1225;557710;60212;Primaria;Activo;Loreto;Maynas;Las Amazonas
